observationId,observationStartMJD_TAI,visitTime,visitExposureTime,filter,seeingFwhmGeom_arcsec,seeingFwhmEff_arcsec,fieldFiveSigmaDepth_mag,fieldRA_deg,fieldDec_deg,fieldRotSkyPos_deg
3595,60222.35022100789,34.0,30.0,y,1.033768620464146,1.194365718326212,21.431495734306672,355.79081477869505,-29.062139801014396,183.95076164804624
3686,60222.98735596334,34.0,30.0,r,0.824494086767802,0.939773828184674,23.72732827849958,317.531456688687,-6.0841299647968174,221.8013922249081
3769,60223.026301084945,34.0,30.0,i,0.7985538754129763,0.9082163934464432,23.662752474885934,306.0434719613216,4.111547032286048,266.7753101502939
3852,60223.06650976094,34.0,30.0,g,0.9022750064450146,1.0343978180596285,24.49672458296282,315.88180029508976,-13.746835380691405,287.5043951935963
3935,60223.10607685581,34.0,30.0,r,0.7148304553936758,0.8063630844205302,24.305499717784706,327.7179295230109,-21.20438032474492,307.92492582050494
4018,60223.14514131091,34.0,30.0,i,0.6919045907854016,0.7784727381817538,23.859518301857776,324.85767286298795,-30.89597755070524,339.395796104544
4101,60223.1841285316,34.0,30.0,z,0.7969909093293466,0.9063149748532197,22.899242085046488,311.4316228686977,-38.65933313499589,337.41530975360877
4184,60223.22337649794,34.0,30.0,y,0.8174680105994823,0.9312262902670101,22.107220628364942,343.2196271074705,-23.806824768887967,326.87335538742684
4267,60223.264519419696,34.0,30.0,r,1.0422264578679235,1.2046550582334836,23.520678752995174,341.99050499480853,-74.52773807034623,9.743921014560376
4350,60223.303920517574,34.0,30.0,i,0.8149883078607626,0.9282096202685677,23.48521756274893,2.5155117433893985,-41.03184670881813,344.24090449943816
4433,60223.34263002306,34.0,30.0,z,0.8281405101940867,0.9442098664161639,22.755637641536296,356.3544802634177,-61.403668692635435,346.54351265578794
30367,60267.01366708759,34.0,30.0,i,0.709261613918989,0.7995883381009599,23.36667607404873,7.241545650066126,-37.44083125435125,8.182343355211193
30438,60267.05017329474,34.0,30.0,r,0.9107380283820512,1.044693465184977,23.82690016364982,3.0858070808506635,5.257865660894336,125.37267709398192
30509,60267.0847674669,34.0,30.0,g,1.232628955524742,1.43628826706173,23.8747746044541,6.957821385015797,-2.023795285951071,140.9862109503992
30580,60267.11794078954,34.0,30.0,r,1.0832587794057031,1.2545727243378384,23.590664651036835,16.34679900982246,13.366836960049836,138.47045205851236
30651,60267.15141880279,34.0,30.0,i,1.1101771965259077,1.2873201904208125,23.062155276411996,36.51023265226456,22.84509183945206,127.90900573202903
30722,60267.18411299533,31.0,30.0,u,1.0619580781393767,1.2286594624566627,23.646251591176057,41.9803517209391,-44.68046712834522,266.4332197248289
30793,60267.21838998177,34.0,30.0,r,1.2944513250880783,1.5114979623942557,23.3934250092117,66.72979039077501,23.566741257660233,121.40528811220216
30864,60267.25145398079,34.0,30.0,i,1.2469824173590571,1.4537498994635731,22.979039339927493,77.81849939560176,21.450372789627835,122.31059697408926
30935,60267.286613554694,34.0,30.0,r,1.0591851715467286,1.225286096772176,23.892089802461683,114.21834192287801,-52.67521725864484,349.4634065542084
31006,60267.322086997316,34.0,30.0,i,1.3956536587034563,1.6346151565735478,22.98411558574704,113.7001651813539,8.151354907918849,108.18247370016503
31078,60268.01480507945,34.0,30.0,i,0.9965616390434202,1.1491017506610952,22.930075205716665,13.926973401789512,-30.400577564418228,46.9073907534821
31150,60268.04936560452,34.0,30.0,z,0.6714294351475837,0.7535637897172551,23.17246096386711,48.193812584213966,-23.560815854754733,61.52192446602191
31222,60268.08389037248,34.0,30.0,i,0.7291501173220286,0.8237835977153632,23.75167508410761,43.37206330513096,-36.33831967861158,33.024429376045546
31294,60268.11847380455,34.0,30.0,z,0.7202577124256415,0.812965586892508,23.19480007009538,50.44882929049456,-38.62521561122879,20.575552915923783
31366,60268.15326580487,34.0,30.0,y,0.5681368243800211,0.6279036792944296,22.66255032081149,54.11539840357643,-39.6762410924905,358.45070289991355
31438,60268.18866194859,34.0,30.0,r,0.59339353931598,0.6586296098734551,24.379085351847554,55.50768089142739,-2.561948672530182,133.07020434625431
31510,60268.22304446596,34.0,30.0,i,0.59927623237878,0.6657861707771047,23.95511344751252,78.40030993046535,4.441829018187426,117.33602775051796
31582,60268.25691122506,34.0,30.0,z,0.6275008822085781,0.7001227277476619,23.31939382689007,66.0669963243432,-2.9871847510777236,157.434572052921
31654,60268.29065235956,34.0,30.0,y,0.7342485431275579,0.8299860621989755,22.12954043060858,79.02665528434846,14.64418140060703,148.49369839524888
31726,60268.32331301363,34.0,30.0,y,0.614833303176815,0.6847120476603589,22.368788114224024,120.69536029496881,10.826581284376466,111.88929502474262
31805,60269.01550192853,34.0,30.0,i,0.6203817937506152,0.6914620361929625,23.2551765060883,5.23047209458223,2.625258129615241,83.84016446026713
31876,60269.049439831695,34.0,30.0,z,0.6652779738907155,0.7460802602076831,23.147951738109377,48.562446466430515,-23.210143093707792,31.13830057872105
31947,60269.08575190515,34.0,30.0,i,0.6697403249562797,0.7515089111390264,23.489866788660297,10.431843762816802,8.288067757289252,114.09850036069378
32018,60269.11889653275,34.0,30.0,z,0.6594736903605647,0.739019088029884,22.963368164887697,37.45261096959026,24.48820460169357,95.31125511442266
32089,60269.152094278215,34.0,30.0,i,1.02938076497151,1.1890276946125429,23.044508029682408,45.38235118098154,18.816266620349563,99.45710251322231
32160,60269.18380019742,34.0,30.0,i,0.9933367620757145,1.1451785426711856,22.963535208734115,74.42398522857283,28.049118971272353,82.33309155800468
32231,60269.21692079794,34.0,30.0,z,0.6482149362844907,0.7253223069154388,23.249740082743592,59.99651528787345,-3.209075293635778,114.70753435743505
32302,60269.25070828834,34.0,30.0,y,0.7016481427667809,0.7903262077454756,22.288865504840167,48.078253089603606,-7.100086823256822,148.93495986242877
32373,60269.28615333203,34.0,30.0,z,0.5948879876225321,0.6604476735067301,23.409179744642575,69.53049016306908,-55.24144033092646,238.91968897504844
32444,60269.32014160035,34.0,30.0,y,0.9582107361049144,1.1024461509792145,21.984290145515025,118.95593476133155,-59.22247269834349,306.1978842984747
32523,60270.01606968459,34.0,30.0,z,0.9242254427822854,1.0611015119005904,22.363580878516128,17.39846786271544,-63.67620619636087,79.42352046298934
32592,60270.049653890834,34.0,30.0,i,0.9393573238068355,1.0795101262856879,23.16681314087246,24.245482946873178,-48.81750502085262,85.70329203764382
32661,60270.08276189286,34.0,30.0,z,0.9169004989929476,1.0521903880692793,22.74476652258165,24.47256135583087,-64.11885828458364,53.08570766298937
32730,60270.11621547393,34.0,30.0,y,0.8132368195928835,0.926078855952413,22.112263588006016,3.9571111762977482,-49.55010998169986,348.01257357337425
32799,60270.14890785483,34.0,30.0,y,0.867071249304496,0.9915708629008467,21.844399870136538,51.59673657281227,-81.22012177316131,54.67758826809932
32868,60270.183031414046,34.0,30.0,i,0.7742448134762638,0.8786433253969146,23.494583421497172,66.51304692114122,-11.24499604613926,200.2863997428574
32937,60270.21681165623,34.0,30.0,z,0.8557948061942465,0.9778525622801053,22.919149949139417,93.98493916447698,-21.23098335847455,162.47524755663233
33006,60270.25012345591,34.0,30.0,y,0.7810218885037845,0.8868879422187159,22.237659876844916,107.41453095810574,-30.336170334870875,142.63629325167506
33075,60270.284174695924,34.0,30.0,r,0.8008457247692544,0.9110045313494579,24.261926860784722,97.42124702901508,-44.037479709790695,63.2309481909248
33144,60270.32066305019,34.0,30.0,z,0.9351155541074719,1.0743498225151726,22.854324503769913,113.2907887110567,-63.301912542730484,57.8495838595722
33218,60271.016511597394,34.0,30.0,z,0.7286576788888732,0.8231845241957095,22.614163803179267,14.007075591893853,-40.72955218461053,85.59387708284704
33289,60271.05035703659,34.0,30.0,i,0.863741518716687,0.987520095762393,23.146993739022857,4.464544338028416,-72.54188419647265,20.412669944513855
33360,60271.08500162186,34.0,30.0,z,0.7930246857441495,0.9014898853335153,22.876879567539163,24.501815268501385,-43.75658297154408,37.2934450053169
33431,60271.11968238457,34.0,30.0,y,0.6694323975784642,0.7511343036234357,22.365363705895255,39.87704899213052,-53.99489215622677,38.56688299981401
33502,60271.152859597074,34.0,30.0,y,0.736589956450807,0.832834496898792,22.286951138589387,54.09863196962136,-45.317319682442665,51.629716990895595
33573,60271.18697516418,34.0,30.0,y,0.7779421515648093,0.883141303606824,22.201997477259212,84.36153301020624,-19.87998318016717,145.39099847412166
33644,60271.22106649888,34.0,30.0,y,0.7215329073951688,0.8145169189722249,22.28848100558904,80.14155362537716,-8.2610728397425,185.8102911218745
33715,60271.25370172234,34.0,30.0,y,0.9065523116497066,1.0396013523719059,21.928910140966668,103.62745890720095,4.1664728734194885,177.36895806443206
33786,60271.28639697285,34.0,30.0,y,0.8553538270182246,0.977316091263047,22.114462236654862,115.97495585501517,-12.675658809520764,161.06300350921273
33857,60271.32244826496,34.0,30.0,z,0.844349222981039,0.963928495110753,22.85845420168181,120.33777565532854,13.510798770684975,190.57516109948529
33928,60272.017578050974,34.0,30.0,z,0.5886591674886563,0.6528700334411878,22.76401648674909,349.5324790262541,-17.521110923275117,241.4997705914852
33999,60272.05127696921,34.0,30.0,y,0.6215778724396094,0.6929171197562158,22.37249121546904,337.2113632200602,-27.925911643658274,290.135387342605
34070,60272.083776845015,34.0,30.0,y,0.599799931226329,0.6664232739979672,22.287277441457856,347.653113436965,-12.083788897040312,267.7680735616361
34141,60272.11659512458,34.0,30.0,y,0.7587428252631947,0.8597844589576578,22.10465595680639,2.963981981523307,-28.406235990170334,291.2880388625177
34212,60272.14901677845,34.0,30.0,y,1.1005798520264551,1.2756445888399697,21.434149342046823,329.81990014399173,-64.26984869040005,300.838638264051
34283,60272.18215807089,34.0,30.0,y,0.815382594113692,0.9286892872429342,22.10352865710901,36.27238325433741,-40.678474485251506,327.10893759220244
34354,60272.2152674798,34.0,30.0,y,0.7566754973618185,0.8572694615107281,22.11225423513057,28.399614067802663,-46.2346184442023,314.7974469508563
34425,60272.24765288166,34.0,30.0,y,0.7951748758053251,0.9041056883276462,22.031818811995528,50.677612171606995,-15.464221200842376,269.708471636629
34496,60272.28165662946,34.0,30.0,i,0.7078775586487137,0.7979045725653452,23.569709874099495,97.73650179413335,-41.344770889014995,50.95724467462687
34567,60272.319265960774,34.0,30.0,y,0.612759209089111,0.6821888188432007,22.55756395830958,88.93831982865288,-45.2054886818233,342.9186254239626
57537,60310.03447923592,34.0,30.0,z,0.5783690122312509,0.6403515963883831,22.756594692187107,30.138506272905744,10.412300269047496,186.22216664236754
57606,60310.06698564264,34.0,30.0,i,0.6260118540317978,0.6983112579462261,23.910740390543467,72.87815624430822,4.627181769119828,144.67411635208154
57675,60310.09938085272,34.0,30.0,z,0.7315277193786558,0.8266760576382673,23.16978392594603,55.75967899642666,-5.399358431875269,190.08127557177082
57744,60310.134163202456,34.0,30.0,r,0.7855259573778051,0.8923673447418553,24.034250194642777,105.247803186552,-20.76881905608383,107.95072047917743
57813,60310.167419275705,34.0,30.0,r,0.6645148478262688,0.745151883000327,24.029449922705616,76.41327485931208,-44.21874933269903,309.7378027021955
57882,60310.20106528001,34.0,30.0,i,0.6891180457413679,0.7750827807072602,23.62201916806203,82.70761905994696,-23.23580147827996,235.0403173736338
57951,60310.23402319728,34.0,30.0,z,0.6272563603769504,0.6998252559330297,23.191180061770275,73.21786486356561,-53.194081028909935,283.0146834840921
58020,60310.266774666336,34.0,30.0,y,0.6321250755060749,0.7057482670390205,22.33921487751545,78.68268231779889,-27.471218012119724,245.8933656839025
58089,60310.298730621595,34.0,30.0,y,0.5794490115121409,0.641665464126692,22.537424907668814,124.33222107243172,-56.493181643510816,326.9643735335679
58158,60310.33127474344,34.0,30.0,y,0.5773240920253551,0.6390804039237896,22.480438541934248,136.63958834437952,-9.916384182136584,199.12052823697434
58229,60311.03573215987,34.0,30.0,r,0.8250485986591142,0.9404484168602363,23.750077172921394,77.26800899691,-32.44275403209394,76.05615867505459
58296,60311.067457477526,34.0,30.0,i,0.751221016224921,0.8506338396896849,23.837968821825243,74.24264847830335,-34.4032343540549,62.21315417816806
58363,60311.100489117445,34.0,30.0,z,0.6566017111191342,0.735525196008679,23.315967186323352,85.73241636539535,-17.482178816967586,110.73896467154945
58430,60311.13420991952,34.0,30.0,r,0.6464081594641262,0.7231242815865282,24.453817636526843,105.75947476862851,-21.95551780686609,95.56523362705467
58497,60311.16494822012,34.0,30.0,r,1.02123814345687,1.1791218290229564,23.42345428369546,121.43306779456412,4.763381680470432,122.23311427450352
58564,60311.19643185317,34.0,30.0,i,0.8353632673039384,0.9529966755522364,23.319275360405616,110.39799263747794,6.26079731606406,147.97614460742852
58631,60311.22779301505,34.0,30.0,z,0.8237408647959669,0.9388574997517845,22.577889751632956,118.69711691847141,28.161465194215783,154.79809764066687
58698,60311.25784509837,34.0,30.0,z,0.8514791326045722,0.9726023511004528,22.803896129955568,118.30814676293025,4.439271094011595,168.70946188178223
58765,60311.29132998564,34.0,30.0,i,0.9000210248064315,1.0316557479396977,23.309899119858613,110.75250337025912,-59.898342163727705,300.59766205814634
58832,60311.32395129119,34.0,30.0,z,0.8544413060149308,0.9762059683879937,22.704576351891035,167.50764758690576,-80.71257979187607,3.4972767054935954
58905,60312.03459882793,34.0,30.0,z,1.170102628396918,1.3602221756653505,22.072788174789984,48.42806355761967,-17.97829448434157,129.62938530045594
58974,60312.06897113187,34.0,30.0,i,0.9940069409495412,1.1459938454373981,23.508622460947116,59.16721041584205,-49.377076016689784,337.85073151200527
59043,60312.100840221654,34.0,30.0,r,0.7793866309749703,0.884898577828431,24.28627677034784,63.45774931136001,-47.43504996792275,317.76323526619996
59112,60312.132730038196,34.0,30.0,z,0.808822009149846,0.9207080403282799,23.067598397579673,59.16721041584205,-49.377076016689784,284.31684657360455
59181,60312.16420574709,34.0,30.0,g,0.8251083065910294,0.9405210542469944,24.657023752020493,78.58286387088413,-9.359239005874532,174.87261222010213
59250,60312.19721626898,34.0,30.0,r,0.8484664950329325,0.9689373418892122,23.812656179933924,97.84723043692271,6.965023468862958,154.9216913990256
59319,60312.22956545727,34.0,30.0,i,0.9498669921837987,1.0922956109291955,23.257068928604916,102.8410134073032,6.189043093643498,164.3085848107912
59388,60312.2628499012,34.0,30.0,z,0.8789844249613257,1.0060637773252137,22.90878138210656,106.01814030784709,-16.097655299878998,197.28275711720863
59457,60312.29444251629,34.0,30.0,z,1.0030077522142873,1.1569437374869675,22.748077730391255,125.45678027919557,-14.899744573305751,182.30117564560723
59526,60312.328249425285,34.0,30.0,i,0.8052229638968711,0.9163296397772154,23.29750462936921,153.919186567116,-4.112170202207839,140.31698405598397
59601,60313.03590299144,34.0,30.0,i,1.4988348623049277,1.7601397351641457,22.538681550595335,43.94072418255817,-16.663454136488124,203.52167059105003
59670,60313.071694005135,34.0,30.0,g,1.6709627092659656,1.969541008839374,23.502736893610138,89.83749962267008,20.841935255853546,169.11856634757308
59739,60313.10387820743,34.0,30.0,r,1.171033509864935,1.3613546348721837,23.595189331933053,84.38379049378547,14.108195961508727,183.44528215822058
59808,60313.13808249588,34.0,30.0,i,0.8141457124251522,0.9271845649941025,23.70114816635312,49.88791406076096,-42.777723500653224,306.16334580120116
59877,60313.1707934763,34.0,30.0,g,1.9659673431434235,2.3284274247486905,23.37238340857596,105.3348011809846,24.176706245200155,188.94937045781325
59946,60313.20337806884,34.0,30.0,r,1.460214613071373,1.7131564635904781,23.178680451265517,128.95665877328307,14.70739540041207,174.5492805308147
60015,60313.235562517555,34.0,30.0,i,0.9973085093693408,1.1500103520308282,23.25647658565108,128.6429689117462,6.242538255145766,184.9527890729215
60084,60313.26784552815,34.0,30.0,z,1.0175137286683766,1.1745909107887795,22.568686654119855,109.57686597016016,14.58029940651347,223.40433870196205
60153,60313.298798084834,34.0,30.0,z,0.8482167768889548,0.968633548526709,22.834502968334963,143.87164255154326,10.67607715622127,196.01820864895421
60222,60313.33120375722,34.0,30.0,y,0.7043145901421487,0.7935700610001809,22.255617204276675,155.70331733003619,5.863206044624146,195.29087290809514
60296,60314.03595416715,34.0,30.0,r,0.8344389857135798,0.9518722453936493,23.794841942911816,35.61004499258495,-20.698336422274263,199.4026778352952
60364,60314.06928350807,34.0,30.0,i,0.8547305870060444,0.9765578917348472,23.646112166012983,37.25444473245685,-17.92841136770977,211.24182825075
60432,60314.102230385484,34.0,30.0,z,0.706027782838189,0.795654237029427,23.196244546355484,35.538989938420244,-31.85566256638146,241.74566457713848
60500,60314.13471580015,34.0,30.0,y,0.6829408020120874,0.7675678856594738,22.35697379391697,44.77455598643701,-25.845609338564334,231.53078121020047
60568,60314.16675179923,34.0,30.0,g,0.8406210744827882,0.9593930346505939,24.561164391041505,117.22298700398039,-2.4696863101364763,121.3814468056257
60636,60314.198629134604,34.0,30.0,r,1.0165874599476177,1.1734640631966153,23.850992327149847,135.8622381628887,-7.045323234178872,110.61229403713396
60704,60314.2310047904,34.0,30.0,i,0.7041176657184565,0.7933304935747646,23.846744679203763,132.22204901966765,-16.721760703265986,114.32970472870181
60772,60314.26433731228,34.0,30.0,z,0.8284894025728459,0.9446343096993259,23.04975050610851,140.51126173456967,-24.51431400170629,99.21966944435069
60840,60314.29616068349,34.0,30.0,z,0.7571213199968267,0.8578118248136578,23.08554528979206,171.15760501062775,-36.23449968640913,63.795788551120246
60908,60314.331536887665,34.0,30.0,i,0.736976028181268,0.8333041705368223,23.665850774430893,164.1269999522441,-4.187815318448921,137.16802902690142
60977,60315.03598245235,34.0,30.0,r,0.8310649531431276,0.947767582899182,23.74622814569136,50.50733113376743,-58.664576103057776,300.9761701662868
61046,60315.06974639569,31.0,30.0,u,0.907349848428613,1.0405715917623028,23.56552957925159,118.37965546800773,-60.4011864422294,13.356102168212656
61115,60315.10205191394,34.0,30.0,g,1.2486864378053877,1.4558229170381847,23.922409427095296,137.07657923012306,-85.39981785759277,2.5141939469494066
61184,60315.13680455196,34.0,30.0,r,0.6553580820653707,0.734012265286339,24.401430124795045,47.72205573351671,-21.53340122015817,181.35797242821482
61253,60315.167923797926,31.0,30.0,u,0.8874481306082345,1.0163602562143972,23.85167541092827,104.47247054691822,-11.943062130720024,89.67463744330989
61322,60315.20050343268,34.0,30.0,g,0.8995144792793044,1.0310395125052365,24.53919889211329,106.35086514415799,-6.116604931346212,114.74189913805161
61391,60315.233005509996,34.0,30.0,r,1.0116569277286882,1.1674658488183556,23.85714623921087,126.9832301764937,0.2139597316496771,99.78039876893996
61460,60315.265702848556,34.0,30.0,i,0.8171313539110648,0.9308167322519036,23.599989575322986,146.01576031996856,1.2636303239579163,89.77835529532297
61529,60315.29691523822,31.0,30.0,u,0.8841657758455151,1.0123671238996534,23.62473147374452,132.2460414974318,6.729475533954598,127.04956245686287
61598,60315.33055519928,34.0,30.0,r,0.7614606585106644,0.8630908254387645,24.2104931274164,124.04324375125958,-28.55839197177377,192.9779879924163
85801,60350.0225586676,34.0,30.0,i,0.8791063103631378,1.006212056402844,23.166429088440587,63.95116231785431,-6.787103991866352,218.48653470022379
85878,60350.06060001052,34.0,30.0,i,0.8715685524416086,0.997042034600497,23.585308360543205,52.7098266728458,-28.303516890308117,269.37540553909594
85955,60350.09638706922,31.0,30.0,u,0.9992461008343193,1.1523675192631622,23.556370412197342,127.90222351424546,2.1791488127282768,159.28310774996427
86032,60350.13156258871,34.0,30.0,r,0.818003631404615,0.9318778970859063,24.148607820596673,94.89618102986896,-6.429226031437188,230.4992035662785
86109,60350.16747745278,34.0,30.0,i,0.8469466273760284,0.9670883544720541,23.50911154884615,115.70255280845797,11.820040834567799,209.91471525544765
86186,60350.20449318431,34.0,30.0,g,0.8520811300474381,0.9733347080869077,24.650123792367324,151.56701554602847,-57.803635208532754,29.447791759116363
86263,60350.24207607388,34.0,30.0,r,0.7598259542462347,0.8611021341195069,24.281283409314266,178.62144011597297,-43.935174200482436,72.8541848248188
86340,60350.27770244038,34.0,30.0,r,0.6657268852652232,0.7466263811012447,24.438142775441808,178.17803013409127,-52.37561680992718,33.392077563613476
86417,60350.31510540747,31.0,30.0,u,1.162308145470275,1.3507398363385341,23.457013326134533,163.53891040815495,-3.7991224013033134,225.0862285913695
86494,60350.35097112123,34.0,30.0,r,0.8943853054447353,1.0247996416602618,24.06088640349875,179.72604179883183,-19.009814491436234,241.79962918643807
86573,60351.02305845638,34.0,30.0,y,0.6633718443078173,0.7437613677710672,21.99974554232824,84.91132660340696,-17.789414020379848,128.37116236355916
86651,60351.05910991168,34.0,30.0,y,0.7323874559404872,0.8277219658643395,22.218386131385014,57.21275090431524,-7.264476547628205,205.185112346786
86729,60351.09536883136,31.0,30.0,u,0.84467938403061,0.96433015088882,23.859394709811312,137.67125276241174,-26.71677450873394,80.30440771741928
86807,60351.13158146063,34.0,30.0,r,0.8720469158625594,0.9976239852342572,24.141080981040748,135.51964334366545,-43.247753119930444,29.68612603241523
86885,60351.16884243466,34.0,30.0,i,0.7269261581206872,0.8210780512417118,23.858019252201117,154.09373209740957,-38.80699899356241,48.52157825014825
86963,60351.20701259666,34.0,30.0,r,0.8016516558034494,0.9119849827292572,23.961512510493762,124.61293327038044,18.292506975551444,177.36429769408622
